"cell_id","X","Y","cluster","Pseudotime","paper_state","Zone","PAX6","EOMES","MYT1L"
"SRR2967617",34.3223428315595,8.76397889007366,"4",220.057934509166,"BP2","oSVZ",0,0,6.89933275191366
"SRR2967618",30.222190900982,1.8608629644224,"4",221.906663585098,"BP2","oSVZ",0,0,6.61523235839973
"SRR2967619",-23.5362243079543,-50.6442761399846,"5",102.749579394416,"AP2","VZ",7.90804429022489,0,0
"SRR2967620",26.7397456249098,-1.77075903015214,"4",223.880736959557,"N1","oSVZ",2.34037141619038,0,6.51833684920503
"SRR2967622",36.4615016671362,10.4606529153417,"2",229.880469862782,"N1","CP",0,6.67284960165427,7.51222688651396
"SRR2967623",24.3587571896169,6.06266163032107,"4",215.698558056239,"BP2","oSVZ",0,0,9.16163327412423
"SRR2967624",28.0118538596075,2.19438619672835,"4",220.576780911634,"BP2","oSVZ",0,0,7.13357380013935
"SRR2967625",22.4904589165546,12.0264083862852,"4",209.477279240984,"BP2","iSVZ",6.07165756905034,0,8.20256464799889
"SRR2967626",30.7438490754141,-2.04702901868187,"4",225.582382899326,"N1","oSVZ",0,0,8.19515071056471
"SRR2967627",-58.1464240017893,-43.7746150859456,"5",99.1725383279484,"AP2","VZ",7.93095609030752,0,1.72748050160355
"SRR2967629",-46.2773486405295,-33.0112651675363,"5",89.4999702001687,"AP1","VZ",8.00097461698124,5.36720679596022,0
"SRR2967631",24.6655782465422,9.37168511444935,"4",212.658513590929,"BP2","iSVZ",0,0,7.72640891631263
"SRR2967632",23.6414170947316,23.090255021664,"4",213.912810486069,"BP2","oSVZ",1.56129680563397,0,8.32148620186277
"SRR2967633",30.2965749353511,-8.00245367304336,"4",230.897100861175,"N1","CP",0,0,8.44901654707812
"SRR2967634",63.1814366175342,-42.2825635069412,"6",189.083515317902,"BP1","iSVZ",0,0,6.8638641338615
"SRR2967636",48.244373438169,-1.60005181457648,"2",246.143154090716,"N2","CP",0,0,4.63646801800987
"SRR2967637",35.0894343514809,-23.5719230963982,"6",165.181538435187,"BP1","iSVZ",1.55350304537744,0,0
"SRR2967638",29.0875513669981,27.8796379362869,"2",225.17912687708,"N1","oSVZ",0,0,9.83689615143732
"SRR2967639",12.4561956210042,-77.0945582517154,"5",147.394555130178,"AP2","iSVZ",4.2815202201894,0,0
"SRR2967641",27.5606744671472,18.7278578784968,"4",212.533335552866,"BP2","iSVZ",0,0,6.81707318912508
"SRR2967642",19.9060493860903,37.8852806492608,"2",238.587288370217,"N2","CP",0,0,7.78705366555059
"SRR2967643",33.3978576118091,1.53994399934525,"4",224.010203165858,"N1","oSVZ",0,0,6.23212732145324
"SRR2967646",-46.815831796364,-40.5487621500359,"5",87.3923865813339,"AP1","VZ",7.82035769232217,0,0
"SRR2967647",33.6800162057195,-29.333768036968,"6",160.426097843124,"BP1","iSVZ",1.49569516262407,0.746310186342602,8.59026142440583
"SRR2967649",-19.3640434438036,-49.7254383881074,"5",105.930347567557,"AP2","VZ",7.05752608749873,0,0
"SRR2967650",15.1848108942534,24.7859168560809,"4",217.651227958676,"BP2","oSVZ",0,0,7.88097320307306
"SRR2967651",42.5884142898875,7.57250612007603,"2",235.38912033687,"N2","CP",0,0,8.11781969411411
"SRR2967652",48.604915670256,-22.7176882596796,"6",173.876579977509,"BP1","iSVZ",0,0,7.5257791790998
"SRR2967653",33.352472995334,14.2607869625957,"2",225.404009222081,"N1","oSVZ",0,0,7.07733914690867
"SRR2967654",36.6943898037622,16.5200293849543,"2",224.712113250358,"N1","oSVZ",0,0,6.40892750201028
"SRR2967655",32.2523713631674,0.00867053117141382,"4",224.559533737062,"N1","oSVZ",4.11467518901482,0,6.77441810410581
"SRR2967656",25.3537460581153,22.4664328462647,"2",225.08570272626,"N1","oSVZ",0,0,9.44669666443632
"SRR2967657",-49.7056509096114,-59.9905203032624,"5",104.182982075763,"AP2","VZ",7.43643671690714,1.00151403506355,0
"SRR2967658",34.3647776068447,11.4426808406527,"2",228.354308641018,"N1","oSVZ",0,4.35227123661944,7.72381109291049
"SRR2967659",25.6125115549976,22.8192076055056,"4",214.30174934031,"BP2","oSVZ",0,0.626185854315552,6.49533700237943
"SRR2967660",-54.1013184700424,-47.3245492365543,"5",96.9040092215369,"AP1","VZ",7.91272769744047,0,2.32073016079198
"SRR2967662",-70.5547351982866,-42.1708457371566,"5",111.102682886854,"AP2","VZ",6.45947752184014,0,0
"SRR2967663",-34.772989356064,-39.3134967209345,"5",88.068090456101,"AP1","VZ",7.74777004444254,7.10004203075152,0
"SRR2967664",33.944964566839,14.1504693506063,"2",225.618145093852,"N1","oSVZ",0,0,6.9408949631851
"SRR2967665",19.6358464550324,-27.3570847689407,"6",174.533936206701,"BP1","iSVZ",2.96119175161722,6.74807206076225,8.23354298661292
"SRR2967666",-30.9001683785514,-59.0498982547005,"5",104.099706485714,"AP2","VZ",6.5139107335754,0,0
"SRR2967667",12.0684503942432,51.4593615837681,"2",254.191378392628,"N2","CP",0,0,7.50451711207942
"SRR2967668",21.8853507912555,36.8851796791299,"2",236.61936875597,"N2","CP",0,2.63251950178234,8.66727124117386
"SRR2967669",37.174687995923,12.0176272061952,"2",228.741177964197,"N1","oSVZ",0,0,7.38242516950915
"SRR2967670",1.69593074892944,-30.1614144079273,"6",192.234414507638,"BP1","iSVZ",5.77845040733805,7.07089375358789,0
"SRR2967671",11.9173495198643,-41.7492379809446,"6",184.753288939942,"BP1","iSVZ",8.82373344065122,6.50615125173804,0
"SRR2967672",31.7750231511919,25.1397945340606,"2",221.704527004133,"BP2","oSVZ",0,0,6.38722121487578
"SRR2967673",43.5673180687181,-21.2265354427522,"6",170.787204039042,"BP1","iSVZ",0,0,8.52570089004515
"SRR2967674",39.4231223119327,5.31384927114732,"2",235.765292316089,"N2","CP",2.75475284434219,0,7.62929104154186
"SRR2967675",-42.8188786397211,-45.069028179522,"5",87.8161028260054,"AP1","VZ",7.73127829553117,0,0.66764147634159
"SRR2967676",11.6196150166117,34.9035859240197,"4",228.14507638464,"N1","oSVZ",0,0,8.529001000476
"SRR2967677",-38.0941780665666,-52.4651905272076,"5",95.3656032553322,"AP1","VZ",7.80373075495798,0,0
"SRR2967678",-12.2984885837115,-65.9133772106165,"5",121.073071266195,"AP2","iSVZ",8.04891185469019,0,0
"SRR2967679",30.0329502137725,33.2372688188056,"2",229.982401642516,"N1","CP",0,0,7.7167440243229
"SRR2967680",11.2724267832741,4.67888349633135,"2",245.022116274514,"N2","CP",6.45859198815186,0,7.56241797960253
"SRR2967681",56.5896640549368,-32.8831770179759,"6",180.130106187944,"BP1","iSVZ",0,0,8.1836304194869
"SRR2967682",21.6813499796773,-22.3136470987366,"6",174.322326624713,"BP1","iSVZ",1.99892479162967,0.639359985461823,7.65562373955208
"SRR2967683",-3.72949796916665,-34.6492111159495,"6",197.923509453843,"BP2","iSVZ",6.7574233468218,6.00503837035,3.15165427975436
"SRR2967684",34.3976106400924,18.8953678261363,"2",221.416531325357,"BP2","oSVZ",0,1.01611830281732,8.83232041685226
"SRR2967685",21.364620599365,7.33417279984415,"4",214.159397241075,"BP2","oSVZ",0,0,8.66119021336333
"SRR2967686",44.996525320822,7.24972824012916,"2",237.156185450856,"N2","CP",0,0,7.27468098840457
"SRR2967687",30.9904315863344,29.1446155847204,"2",225.783649485151,"N1","oSVZ",0,0,7.60493863754122
"SRR2967688",-72.1328890778022,-48.3783099171466,"5",113.888387560841,"AP2","VZ",7.7639891211699,0,0
"SRR2967689",-31.8169000470547,-9.3156009693572,"5",112.81860761325,"AP2","VZ",4.86716999285868,0,7.83152260261822
"SRR2967690",30.1341782436298,20.6278024200627,"2",220.423566903456,"BP2","oSVZ",0.435365098142416,0,9.12367395530515
"SRR2967691",26.5302141475932,38.2858569862605,"2",235.781862061889,"N2","CP",3.09463469864391,0,8.97309462289202
"SRR2967692",-69.1758895088976,-32.7799316048904,"5",110.259881091732,"AP2","VZ",6.0260696760816,0,1.52956111311572
"SRR2967693",11.064172300184,30.0124022379389,"4",224.303518131358,"N1","oSVZ",0,0,4.64517132804008
"SRR2967694",19.7874061487174,39.8308490780934,"2",240.235041174821,"N2","CP",0,0,7.69687018448984
"SRR2967695",26.6896326426077,13.0450292795226,"4",211.309794091487,"BP2","iSVZ",0,0,8.68358768671851
"SRR2967697",2.741142547685,73.8836101528018,"4",267.623302670305,"N3","CP",0.623313457368178,0,7.77567611816387
"SRR2967698",11.8556869393951,16.3710118652497,"4",216.250033563826,"BP2","oSVZ",2.59033134651612,0,9.2514753095607
"SRR2967699",-17.0726695040935,-56.4822173168251,"5",111.385008998014,"AP2","VZ",9.01647960543209,0,0
"SRR2967700",23.8844748502007,5.39276227527475,"4",216.251227698515,"BP2","oSVZ",0,0,8.55572030957348
"SRR2967701",11.3268796493347,36.0336588354861,"4",229.281724909006,"N1","oSVZ",0,0,9.06452452546505
"SRR2967702",31.173997447887,29.3948164598526,"2",226.001697237561,"N1","oSVZ",0,0,7.43909117035312
"SRR2967703",25.8335535082673,39.4440696804413,"2",237.106160906746,"N2","CP",1.17367753601108,0,9.31617063798318
"SRR2967705",10.0755711794293,40.3743554513421,"4",233.725982436674,"N2","CP",1.90939678330457,0,7.85632592164594
"SRR2967706",30.5449348318336,-15.68219800918,"4",238.30318766157,"N2","CP",1.22121511414321,0,4.55269061291237
"SRR2967707",30.5108972632951,27.1968543528427,"2",224.002510682538,"N1","oSVZ",1.43391554374854,0,8.66361147049438
"SRR2967708",-18.9304238959204,-55.1336697885775,"5",109.089411279818,"AP2","VZ",9.54749610026649,0,1.3105029963417
"SRR2967709",19.8370050022247,29.5843628119558,"4",220.398038474493,"BP2","oSVZ",0,0,7.94496968829531
"SRR2967710",4.06046147062901,-66.8423144263876,"6",206.859140996647,"BP2","iSVZ",8.06644443728626,4.52573690353794,0.290180198510082
"SRR2967711",43.758213893054,6.991431082148,"2",236.55999786468,"N2","CP",0,0,6.70825622323128
"SRR2967712",3.43046980537639,43.8312506951078,"4",240.009931356029,"N2","CP",1.12264621672004,0,6.66099419864678
"SRR2967713",19.2683643592129,33.8810108638808,"4",224.731490228603,"N1","oSVZ",0,0,8.35448742351976
"SRR2967714",-45.8256551762353,-26.1049254455068,"5",95.3687801308224,"AP1","VZ",8.75498100714516,0,7.44571842795547
"SRR2967715",-0.897099231549612,-49.3656687971776,"5",123.232548029143,"AP2","iSVZ",3.1441883473233,0.440613138139976,4.07435129404382
"SRR2967716",23.1987280628623,38.6619630102842,"2",237.46288801338,"N2","CP",0,0,6.81528081439061
"SRR2967717",36.6527102651975,12.8146907700059,"2",227.794503233471,"N1","oSVZ",0,0,7.88028757841996
"SRR2967718",33.8393418313225,-31.6820447410555,"6",160.784416405441,"BP1","iSVZ",5.9694245130107,6.71825201551371,2.20544256225305
"SRR2967719",26.7344216387705,-19.7530594500083,"4",241.538691886651,"N2","CP",6.87356715162175,2.17849156782231,0
"SRR2967720",26.9702348953377,27.7241905351361,"2",226.239105817909,"N1","oSVZ",0,0,7.14129994372953
"SRR2967721",28.9760639129227,20.4808186211373,"4",214.682459086394,"BP2","oSVZ",0,0,9.00347855895508
"SRR2967722",-56.6355822973973,-51.6887892847988,"5",101.52676269453,"AP2","VZ",8.37408746006297,0,0
"SRR2967723",24.4880197880266,-12.6400586652806,"4",234.218580410559,"N2","CP",0.463643380486108,0,2.45417852583858
"SRR2967724",-73.3158244171946,-38.3140856853196,"5",113.709393865624,"AP2","VZ",7.74840756031514,0,0
"SRR2967726",36.8135585024616,24.9819199289439,"2",223.722199756637,"N1","oSVZ",0,0,7.66962918039576
"SRR2967727",29.1733689552456,38.5983466672573,"2",235.409802395747,"N2","CP",0.805160357303391,0,6.55440313110712
"SRR2967728",-15.2646960985667,-59.0626017679679,"5",114.376931446802,"AP2","VZ",8.34241251695245,0,0
"SRR2967729",34.5768121998267,21.0014382853041,"2",220.377128202374,"BP2","oSVZ",0,0.525668007375278,9.09776089398994
"SRR2967730",30.1339295094755,-10.0192626818775,"4",232.756598850087,"N2","CP",0.784213320746246,0,8.60569803554898
"SRR2967731",-56.3653328405823,-21.3070916180855,"5",104.9509606581,"AP2","VZ",7.33585480093028,0,0
"SRR2967732",24.3454724490061,11.699866714912,"4",210.447219411236,"BP2","iSVZ",0,0,0
"SRR2967733",-5.98663021280971,-62.1925566921952,"5",123.757898079205,"AP2","iSVZ",7.77828743876744,1.32371592851016,0.300775060516194
"SRR2967734",5.15256851346054,31.3618464369826,"4",229.261447494417,"N1","oSVZ",0,0.636200942476244,4.94405724658395
"SRR2967735",-51.1711499685607,-50.8070228360703,"5",96.9933935918544,"AP1","VZ",8.95963396894189,0,0
"SRR2967737",25.312945660496,23.0632898374615,"2",225.229329011085,"N1","oSVZ",1.42892491181487,0,7.59846198128186
"SRR2967738",39.4379528462911,11.9627979487066,"2",229.985951633566,"N1","CP",0.417664057920012,0,7.46011182012735
"SRR2967739",-21.7122560272864,-56.8763044851618,"5",108.026443717004,"AP2","VZ",9.18550483534928,0,0
"SRR2967741",14.8083531702835,31.7318796322673,"4",223.895906562083,"N1","oSVZ",5.98154901621219,0,8.36094362632095
"SRR2967742",-38.1478201795716,-26.5803196049391,"5",94.4753886344833,"AP1","VZ",5.57043560699758,6.24332062620892,6.68375258920821
"SRR2967743",-27.5949493051122,-36.8663578503942,"5",95.4187988506751,"AP1","VZ",7.69741243344546,6.36351453505228,0.296931913591309
"SRR2967744",25.756261959392,13.469519909031,"4",210.285462830009,"BP2","iSVZ",2.37332247206552,0,7.69554150852693
"SRR2967745",16.9693516055834,54.5385368298419,"2",254.457388920989,"N2","CP",0,0,9.0022440116031
"SRR2967746",-60.2472980079463,-35.6761002072306,"5",100.932592746116,"AP2","VZ",8.79398364296108,0,0
"SRR2967747",32.0310068967134,34.6225885482252,"2",231.149626163117,"N1","CP",0,0,6.82617982207454
"SRR2967749",31.1766801235039,31.0309774140003,"2",227.623347617976,"N1","oSVZ",0,0,8.16190279432681
"SRR2967750",26.6827208496448,-10.5594814364938,"4",232.446573329441,"N1","CP",0,0.430948920629248,0.841176096526681
"SRR2967751",14.7088137556798,49.4096626177648,"4",240.83233049472,"N2","CP",1.55253938360166,0,8.23100992204362
"SRR2967752",26.1411380951959,34.4870026262935,"2",232.408891643697,"N1","CP",0,0,7.71570121800128
"SRR2967753",40.5161155592479,21.3735984798189,"2",226.256034668967,"N1","oSVZ",0,0,8.68476965591893
"SRR2967754",26.3364342949017,-11.1462669365587,"4",232.966294573967,"N2","CP",0,0,6.31548290633297
"SRR2967755",34.7386930298089,27.2301620996543,"2",224.246462838885,"N1","oSVZ",0,0,5.97904442794233
"SRR2967756",16.2854427668125,18.9250854336651,"4",212.769401344723,"BP2","oSVZ",0,0,6.52793828194386
"SRR2967757",20.3128697030227,-38.3281385617211,"6",175.726834376057,"BP1","iSVZ",0,2.4067026440554,0.28519741561468
"SRR2967758",48.4509266866721,4.65212180060882,"2",241.407787931701,"N2","CP",0,0,6.99020609794419
"SRR2967759",38.0498233988033,-0.16122277256441,"4",228.419719040288,"N1","oSVZ",0,0,8.02780649692911
"SRR2967761",2.74976113087274,-62.3337317672967,"5",131.359934756235,"AP2","iSVZ",8.50186504357204,0,0.303356423868461
"SRR2967762",26.0641515349084,5.31724508553707,"4",216.938355839522,"BP2","oSVZ",0,0,7.67938860862628
"SRR2967763",75.495221645356,-62.1257054850169,"6",210.047135755291,"BP2","iSVZ",0,0,10.0370938958061
"SRR2967764",-77.6678585999788,-34.9581579644435,"5",118.283895638733,"AP2","iSVZ",9.08517764921893,0,2.39372370832223
"SRR2967765",35.2362620242375,-1.42016216199252,"4",227.469308172656,"N1","oSVZ",0.480599126755917,0,9.67344865595961
"SRR2967766",27.9816728284561,23.2795119456571,"2",222.733674056237,"BP2","oSVZ",1.85097539958901,0,8.76185702478967
"SRR2967767",9.90274600798698,59.7513314709216,"2",262.364451745216,"N2","CP",0,0,8.98993088681434
"SRR2967768",24.9926686000137,5.40360433310733,"4",216.502481429974,"BP2","oSVZ",0.715034085322536,0,5.32126430248459
"SRR2967769",-26.7784187383967,-17.8662661614662,"5",107.269715800675,"AP2","VZ",7.02793916159192,7.91991804588224,1.56212272900062
"SRR2967770",11.8180835399927,30.9949817633469,"4",224.676247385899,"N1","oSVZ",0,0,0
"SRR2967771",33.9407660699124,23.4831467248813,"2",220.593150553587,"BP2","oSVZ",0.674155990178035,0,2.30936830114496
